durakid	durakadi	enlem	boylam	sira	guzergahid
1441	4. 3158 CD- 3222 CD KESİŞTİGİ YER.	39.84690543988327	32.652188271163936	1388	60
1442	5.3222 CD- 3280. SK KESİŞTİGİ YER.	39.8478516	32.63853470000004	1389	60
1443	6.3277. SK-3278. SK. KESİŞTİGİ YER.	39.8537589	32.62957099999994	1390	60
1444	7.3276. SK-3273. SK. KESİŞTİGİ YER.	39.853202	32.63856199999998	1391	60
1445	8.3250. CD-3264. SK. KESİŞTİGİ YER.	39.8538162	32.6413804	1392	60
1446	9.3250. CD-3260. SK. KESİŞTİGİ YER.	39.8556356	32.64542519999998	1393	60
1447	10.3250. CD-3252. CD. KESİŞTİGİ YER.	39.86159190059708	32.63640820104979	1394	60
1681	11.3250.CD-3244.SK. KESİŞTİGİ YER.	39.8662143	32.64145589999998	1625	60
1682	12.ESKİŞEHİR YOLU.	39.8807594	32.65788020000002	1626	60
1725	13 BAKANLIK HİZMET BİNASI	39.9108998	32.79266259999997	1669	60
723	1. YABRACIK TOKİ KONUTLARI.	39.8522218	32.56412230000001	670	63
725	2. TOKİi C-55 BLOK..	39.8512193	32.565027999999984	672	63
726	3. TOKİ YAPRACIK KONUTLARI.	39.85021024707379	32.56246698769678	673	63
727	5. TOKİ B1-10 BLOK.	39.8479624	32.560218299999974	674	63
728	5. TOKİ YAPRACIK KONUTLARI.	39.845894188087506	32.556540289935356	675	63
729	6. TOKİ YAPRACIK KONUTLARI ELEKTİRİK TRAFOSU.	39.84500004717698	32.55354838159735	676	63
730	7. TOKİ YAPRACIK KONUTLARI.	39.84244221140081	32.553976524606355	677	63
1516	8.TOKİ YAPRACIK KONUTLARI.	39.8410472	32.55417030000001	1463	63
1517	9. TOKİ YAPRACIK KONUTLARI.	39.839345565091335	32.554715647325565	1464	63
1712	10. 2118 CD- 2120 CS KESİŞTİGİ YER.	39.83629119677927	32.55640974180301	1656	63
1727	11 BAKANLIK HİZMET BİNASI	39.8351132	32.55836210000007	1671	63
1890	12.	39.8341308	32.55872850000003	1834	63
1092	1. YOZGAT BLV. SEYİTLER SK KESİŞTİGİ YER.	39.9944018	32.81934419999993	1039	70
1093	2. 1481. SK- 1464. SK KESİŞTİGİ YER.	39.9959289	32.824647899999945	1040	70
1095	3. ŞHT MUSTAFA ERCİYES CD-1497.SK KESİŞTİGİ YER. Cd-300. Sk.	39.994296	32.83349229999999	1042	70
1096	4. 301 SK- 284. SK KESİŞTİGİ YER.	39.9960074	32.83647819999999	1043	70
1098	5. ÇAMBAŞI CD-290. SK KESİŞTİGİ YER.	39.9921744	32.839937299999974	1045	70
1099	6. AHMET ŞEFİK KOLAYLI CD- 76. SK KESİŞTİGİ YER.	39.986548	32.84041100000002	1046	70
1100	7. AHMET ŞEFİK KOLAYLI CD- 242. SK KESİŞTİGİ YER.	39.9850904	32.83598940000002	1047	70
1109	8. GEN. DR. TEVHİK SAĞLAM CD- KUYUYAZI CD KESİŞTİGİ YER.	39.977886	32.836859199999935	1056	70
1539	9.ATADAN CD- KIVRIMLI CD KESİŞTİGİ YER.	39.9760676	32.835691699999984	1486	70
1709	10.ATADAN CD-YALIKAVAK SK KESİŞTİGİ YER.	39.9750878	32.834506499999975	1653	70
1851	11.YALIKAVAK SK- GİRESUN CD KESİŞTİĞİYER	39.9706191	32.8355851	1795	70
1879	13. BAKANLIK HİZMET BİNASI	39.91080607672691	32.79345989227295	1823	70
1661	1. KİRAZ CD- TOROSDAĞI KESİŞTİGİ YER.	39.98185900000001	32.82847259999994	1605	71
1662	2. EBRU SK-BAĞCI CD KESİŞTİGİ YER.	39.9843833	32.82738530000006	1606	71
1663	3. KUYU YAZI CD- KIVRIMLI CD. KESİŞTİGİ YER.	39.98345864415192	32.834344362565616	1607	71
1758	4.GEN. DR.TEVFİK SAĞLAM CD BARIŞ YOLU CD KESİŞTİGİ YER	39.98073979999999	32.83770419999996	1702	71
1761	5.KUYUYAZI CD MEYVELİ SK KESİŞTİGİ YER.	39.9798171	32.8358508	1705	71
1762	6. KUYUYAZI CD MESİRE SK KESİŞTİGİ YER.	39.9799778884398	32.83036576011898	1706	71
1862	7.MEHTERLER SOK ÇERÇİ SK KESİŞTİGİ YER	39.976591293854995	32.829324063229365	1806	71
1865	8. BAKANLIK HİZMET BİNASI	39.9108931	32.79266239999993	1809	71
1314	1. PLATİN SK- KIRKPINAR SK. BAŞI.	39.890091	32.85134689999995	1261	75
1315	2. PORTAKAL ÇİÇEGİ SK-ŞAİR NEDİM SK. BAŞI.	39.8926494	32.850849100000005	1262	75
1316	3. DEDEKORKUT SK-MESNEVİ SK. KESİŞTİĞİ YER.	39.8952806	32.85520550000001	1263	75
1317	4. KIPRIS SK-YEŞİLYURT SK KESİŞTİĞİ YER.	39.8976953	32.85516269999994	1264	75
1318	5. İÇ SK- KUVEYT CD. KESİŞTİĞİ YER	39.90018370000001	32.855364099999974	1265	75
1706	6 ÜSKÜP CD-ASLAN TAKSİ DURAĞI YANI	39.8963657	32.858436600000005	1650	75
1707	7.NİLGÜN SK-ANT SK BAŞI.	39.8934459	32.859955300000024	1651	75
1721	8.BAKANLIK HİZMET BİNASI	39.9108459	32.79266089999999	1665	75
1766	1.DOĞUKENT CD.- 1106. SK KESİŞTİGİ YER.	39.904838741694974	32.931131734393375	1710	76
1767	2. DOĞUKENT CD.- 970. SK KESİŞTİGİYER.	39.8972455	32.93613140000002	1711	76
1768	3. SULTAN FATİH CD.- 968.SK KESİŞTİGİYER.	39.8932238	32.932728399999974	1712	76
1769	4. NATOYOLU CD.- 788.SK KESİŞTİGİYER.	39.8991122	32.920184500000005	1713	76
1770	5. NATOYOLU CD.- OZAN REHBERİ CD. KESİŞTİGİYER.	39.9058444	32.9172016	1714	76
1771	6. NATAYOLU CD.- 555. SK KESİŞTİGİYER.	39.9107382	32.91796380000005	1715	76
1772	7. NATOYOLU CD.- 294. SK KESİŞTİGİYER.	39.9182544	32.91057909999995	1716	76
1773	8. TIP FAKÜLTESİ CD.- 309. SK KESİŞTİGİYER.	39.92518099999999	32.90309109999998	1717	76
1774	9. TIP FAKÜLTESİ CD.- ASIM GÜNDÜZ SK KESİŞTİGİYER.	39.9263223	32.89599840000005	1718	76
1775	10. TIP FAKÜLTESİ CD.- BUCAK SK KESİŞTİGİYER.	39.9291338	32.88995339999997	1719	76
1776	11. TIP FAKÜLTESİ CD.- PARK BÜFE ÖNÜ.	39.9316864	32.88538300000005	1720	76
1836	12. BAKANLIK HİZMET BİNASI	39.9110658	32.79412560000003	1780	76
1811	1. PLEVNE CD BİZİM MARKET ÖNÜ	39.9654727	32.59892830000001	1755	77
1812	2. 185. CD. BAHCE SK KESİŞTİĞİ YER	39.9694849	32.57557259999999	1756	77
1813	3. MENDERES CD. BAĞIMLI SK KESİŞTİĞİ YER	39.98408990000001	32.59831250000002	1757	77
1814	4. DEVRİMLER CD BEDRİ SK KESİŞTİĞİ YER	39.980415	32.60212720000004	1758	77
1815	5. MEDENİ KANUN CD. ŞAPKA DEVRİMİ CD KESİŞTİĞİ YER	39.9765744	32.60809180000001	1759	77
1816	6. ŞAPKA DEVRİMİ CD.	39.97373229999999	32.60834299999999	1760	77
1817	7. DEVRİMLER CD. 29 EKİM PARK	39.974254827506925	32.601977943159	1761	77
1883	8. BAKANLIK HİZMET BİNASI	39.91078174461884	32.79314246491117	1827	77
1852	1.1544. CD. 1982. SK KESİŞTĞİYERDEN	39.948583325152484	32.635290053372955	1796	78
1853	2.1544. CD- 2022. CD.KESİŞTİĞİYER	39.948896559087004	32.64053801104501	1797	78
1854	3.1682. cd- süvari sk kesiştiğiyer	39.9474506	32.64856889999999	1798	78
1855	4. ŞHT. HAKAN ÖZTÜRK CD. 2069/1. SK KESİŞTİĞİYER	39.9436851	32.64883529999997	1799	78
1856	5.2082. SK ÖĞRETMENLER SK. KESİŞTİĞİYER	39.9450391	32.655005800000026	1800	78
1857	6.ÖĞRETMENLER SK- 2093.SK KESİŞTİĞİYER	39.9453408	32.6578495	1801	78
1858	7. 2318.CD. TÜZÜN SK KESİŞTİĞİYER	39.9443692	32.66205530000002	1802	78
1859	8. ULUBATLI HASAN SK. ALPASLANTÜRKEŞ SK KESİŞTİĞİYER	39.9456425	32.66475539999999	1803	78
1860	9.ULUBATLI HASAN SK. 2306. SK KESİŞĞİYER	39.945773	32.66946680000001	1804	78
1877	10. BAKANLIK HİZMET BİNASI	39.91080607672691	32.79345989227295	1821	78
1891	1.	39.9265739	32.86782670000002	1835	80
1892	2.	39.9197751	32.87156159999995	1836	80
1893	3.	39.918739292665414	32.871520362414	1837	80
1894	4.	39.91857479999999	32.868256599999995	1838	80
1895	5.	39.9192584	32.866960199999994	1839	80
1896	5.	39.9227506	32.86367710000002	1840	80
1897	6.	39.9240245	32.862679699999944	1841	80
1898	6.	39.92608623193094	32.86517349140172	1842	80
1899	7.	39.927678907908756	32.86727467575304	1843	80
1900	1.	39.8355495	32.535994500000015	1844	81
1901	2.	39.8370879	32.53569100000004	1845	81
1902	3.	39.8381776	32.534986900000035	1846	81
1903	4.	39.8389728	32.53408650000006	1847	81
1904	6.	39.8394195	32.53451659999996	1848	81
1905	7.	39.8409169	32.53567420000002	1849	81
1906	8.	39.8415048	32.53464150000002	1850	81
1907	9.	39.8437776	32.53609000000006	1851	81
1908	10.	39.84172590000001	32.54010410000001	1852	81
1909	11.	39.8412217	32.5412384	1853	81
1910	12.	39.84123020000001	32.54280399999993	1854	81
1911	13.	39.8419884	32.54463199999998	1855	81
1916	1a	40.07201044786834	32.91685667456056	1860	83
1917	2a	40.04832411445729	32.84199228623049	1861	83
1918	a3	40.03333789269951	32.85635038098144	1862	83
1919	a4	40.035524348028645	32.86454777383415	1863	83
1920	a5	40.03751685324807	32.86740975836824	1864	83
1931	a6	40.04053344146694	32.88315987259159	1875	83
1933	7.	40.038510140179014	32.89638533318225	1877	83
1934	8	40.03844864298635	32.90342907571403	1878	83
1935	10	40.041452729448935	32.9144763985629	1879	83
1936	12	40.064955607732806	32.92166078412072	1880	83
